id,company_rating,company_location,total_fleet_count,iata_approved
15926,,Russian Federation,1.0,True
16661,1.0,Russian Federation,2.0,True
2580,,Uzbekistan,1.0,True
13458,,Lebanon,1.0,True
36524,1.0,Saint Helena,8.0,True
37740,,Turkmenistan,1.0,False
4306,0.83,China,3.0,False
3877,1.0,Monaco,1.0,False
44913,1.0,Russian Federation,2.0,False
41712,0.8,Zimbabwe,2.0,True
10079,1.0,Rwanda,1.0,False
27316,1.0,Puerto Rico,5.0,False
23518,,Turks and Caicos Islands,1.0,False
33823,0.78,France,17.0,True
16559,,Somalia,1.0,True
36985,1.0,Kiribati,7.0,True
49208,1.0,Guinea,1.0,False
39576,,Bouvet Island (Bouvetoya),1.0,False
43461,,Guinea,1.0,False
38718,,Uzbekistan,1.0,True
19806,0.6,Papua New Guinea,1.0,False
19934,1.0,Svalbard & Jan Mayen Islands,2.0,True
18734,1.0,Niue,1.0,False
34301,,Turks and Caicos Islands,1.0,False
34296,,Kenya,3.0,False
1741,1.0,Malawi,2.0,True
22324,1.0,Venezuela,6.0,True
1874,,Uzbekistan,1.0,True
24938,,Barbados,2.0,False
44408,1.0,Peru,3.0,False
42262,,Turkmenistan,1.0,False
932,1.0,Indonesia,2.0,False
13767,1.0,Ukraine,1.0,True
8896,1.0,Russian Federation,2.0,True
36497,1.0,Niue,2.0,True
4138,,Gambia,1.0,False
8945,,Guinea,1.0,False
9412,,Uganda,2.0,False
9412,,Uganda,2.0,False
14063,1.0,Denmark,10.0,True
30934,1.0,Malta,1.0,True
10865,0.88,Isle of Man,2.0,True
8616,0.53,Canada,4.0,True
39630,0.83,Senegal,1.0,True
10670,0.5,Russian Federation,1.0,True
3075,,Turks and Caicos Islands,2.0,True
40523,,French Guiana,1.0,True
22017,0.5,Barbados,2.0,False
19362,1.0,Nauru,1.0,True
846,0.9,Marshall Islands,1.0,True
32689,1.0,,1.0,False
2512,,Cape Verde,6.0,True
3131,1.0,Tanzania,3.0,False
8584,1.0,Costa Rica,7.0,True
3396,,Chad,4.0,True
1082,,Denmark,1.0,False
37611,,Turkmenistan,1.0,True
19028,,Turkmenistan,1.0,True
7347,1.0,Lebanon,2.0,False
47550,1.0,Guinea,4.0,True
4167,1.0,Niue,1.0,True
16587,,Cocos (Keeling) Islands,2.0,False
5307,1.0,Zimbabwe,3.0,True
25348,1.0,Suriname,2.0,False
10212,,Turkmenistan,2.0,False
10212,,Turkmenistan,2.0,False
11276,1.0,Nicaragua,1.0,True
14629,,Bosnia and Herzegovina,2.0,True
14629,,Bosnia and Herzegovina,2.0,True
22404,1.0,French Guiana,1.0,True
103,1.0,Brazil,1.0,True
24633,,Chad,3.0,True
28479,0.4,Uzbekistan,1.0,True
1854,1.0,Senegal,1.0,False
41656,1.0,Gambia,4.0,True
4401,1.0,Guinea,1.0,False
24861,1.0,Rwanda,1.0,True
24765,0.0,Tanzania,4.0,True
30216,0.98,Maldives,34.0,False
30216,0.98,Maldives,34.0,False
15889,0.8,Finland,1.0,True
24765,0.0,Tanzania,4.0,True
24765,0.0,Tanzania,4.0,True
5499,,Kenya,1.0,False
33438,,Chad,1.0,True
37653,1.0,Marshall Islands,1.0,True
42439,1.0,Cape Verde,3.0,True
2152,,Lebanon,1.0,True
23029,1.0,Anguilla,1.0,False
21840,,Lebanon,1.0,True
41431,1.0,Nicaragua,2.0,False
46691,0.9,Uzbekistan,38.0,False
21035,1.0,El Salvador,1.0,True
39657,1.0,,2.0,True
17310,,Lebanon,1.0,True
12186,,Croatia,1.0,True
42489,1.0,Tonga,3.0,False
44977,1.0,,1.0,True
31381,1.0,Niue,2.0,False
31381,1.0,Niue,2.0,False
41431,1.0,Nicaragua,2.0,False
15477,,,1.0,True
45932,0.0,Peru,1.0,False
28732,1.0,Kenya,1.0,True
49839,0.9,Malta,2.0,False
34885,1.0,Moldova,1.0,True
28269,1.0,Anguilla,2.0,True
12745,1.0,Congo,2.0,False
2199,1.0,Faroe Islands,1.0,False
31474,1.0,Senegal,1.0,True
38249,1.0,Holy See (Vatican City State),1.0,False
18961,,Kiribati,2.0,False
35346,1.0,,1.0,False
49791,0.3,Faroe Islands,2.0,False
24713,,Lebanon,1.0,True
10009,,French Polynesia,1.0,False
24246,1.0,Croatia,2.0,True
2115,1.0,Jersey,2.0,True
2115,1.0,Jersey,2.0,True
42026,1.0,,1.0,True
39416,,,1.0,False
41173,0.8,Nicaragua,1.0,False
23956,1.0,Sao Tome and Principe,1.0,False
29872,,Gibraltar,2.0,True
9295,1.0,Nauru,2.0,False
9527,,Denmark,1.0,True
15760,0.9,Isle of Man,1.0,False
45447,,,1.0,False
41207,1.0,Svalbard & Jan Mayen Islands,1.0,True
29494,0.56,,2.0,True
29494,0.56,,2.0,True
8429,1.0,Cape Verde,2.0,True
30365,1.0,,1.0,True
35320,,,1.0,True
26402,1.0,Barbados,1.0,True
11024,,Kenya,1.0,False
40245,,,1.0,False
21324,,Bouvet Island (Bouvetoya),1.0,False
27401,1.0,,1.0,False
15515,1.0,Jersey,1.0,True
17451,0.5,,1.0,False
49316,1.0,Chad,1.0,True
20801,,Faroe Islands,2.0,False
1769,,Chile,2.0,True
4464,0.9,Faroe Islands,2.0,True
44185,0.0,Turkmenistan,1.0,True
16946,1.0,Philippines,2.0,True
43313,,,1.0,False
26730,,,1.0,False
19141,,Indonesia,1.0,True
30404,1.0,Niue,3.0,True
30404,1.0,Niue,3.0,True
22856,,Sao Tome and Principe,2.0,True
11338,,Sao Tome and Principe,1.0,False
22030,1.0,French Guiana,3.0,True
28391,1.0,Kiribati,1.0,True
23838,,,1.0,False
31871,1.0,Uzbekistan,1.0,True
37632,1.0,Costa Rica,2.0,False
30578,,,1.0,False
18476,,,1.0,False
4120,1.0,Zimbabwe,1.0,True
33427,1.0,Switzerland,5.0,True
33427,1.0,Switzerland,5.0,True
42693,0.86,,1.0,True
31449,1.0,,1.0,True
34822,,Sao Tome and Principe,1.0,False
35401,,,1.0,False
10543,1.0,Pakistan,1.0,True
23125,1.0,Nicaragua,2.0,True
14700,1.0,Montserrat,3.0,False
14700,1.0,Montserrat,3.0,False
177,0.9,Svalbard & Jan Mayen Islands,1.0,False
28767,,Afghanistan,1.0,False
7279,1.0,France,1.0,True
20297,0.8,Montserrat,17.0,False
20976,,Jersey,2.0,False
20976,,Jersey,2.0,False
47358,1.0,Mexico,2.0,True
31011,,,1.0,False
18327,1.0,Palestinian Territory,2.0,True
38159,1.0,,1.0,False
19668,1.0,Canada,1.0,True
42428,1.0,Uganda,2.0,False
38742,,Malta,1.0,False
27429,1.0,Tonga,1.0,False
49221,,,2.0,False
41656,1.0,Gambia,4.0,True
15619,,Denmark,2.0,False
2284,,Turks and Caicos Islands,1.0,False
40418,0.7,Micronesia,1.0,True
22074,,Jersey,1.0,False
2564,0.91,Uzbekistan,2.0,False
43265,1.0,Anguilla,3.0,False
29235,1.0,Malta,6.0,False
48879,1.0,Russian Federation,1.0,True
36636,1.0,Kiribati,1.0,False
8495,1.0,San Marino,3.0,False
35043,1.0,Niger,1.0,True
11887,,Isle of Man,2.0,False
39761,1.0,Ecuador,2.0,True
47358,1.0,Mexico,2.0,True
9367,,Lebanon,1.0,False
16273,,Lebanon,1.0,True
2526,1.0,Brazil,1.0,False
9359,,Kiribati,1.0,False
47328,,Gambia,1.0,False
18842,,Kiribati,1.0,False
33626,,Monaco,1.0,True
17574,,Lebanon,1.0,True
29407,1.0,Niue,1.0,False
11793,,Estonia,1.0,False
37662,1.0,Kenya,2.0,True
14149,1.0,Wallis and Futuna,1.0,True
3597,,,1.0,False
26216,,Bosnia and Herzegovina,4.0,True
34056,,Moldova,1.0,True
15504,0.0,Rwanda,2.0,True
31852,,Jersey,1.0,True
18495,1.0,Russian Federation,2.0,False
38354,1.0,Niue,3.0,False
6883,1.0,Niue,1.0,True
31659,,Svalbard & Jan Mayen Islands,1.0,True
3016,,Malta,1.0,False
22504,1.0,Zimbabwe,1.0,True
39977,,Lebanon,1.0,True
34587,,Isle of Man,22.0,True
34587,,Isle of Man,22.0,True
47320,1.0,Niue,1.0,True
37791,0.9,Marshall Islands,3.0,False
10195,1.0,Croatia,1.0,True
25988,1.0,Russian Federation,2.0,False
44672,,France,1.0,False
7802,1.0,Anguilla,1.0,True
37025,,Kenya,1.0,False
12745,1.0,Congo,2.0,False
37117,1.0,Slovakia (Slovak Republic),2.0,True
43516,,Monaco,1.0,False
33956,1.0,Lebanon,1.0,True
10350,1.0,Lithuania,2.0,True
2837,,Chile,1.0,False
46282,1.0,Turks and Caicos Islands,1.0,False
45152,,,1.0,False
47312,,,1.0,False
44564,1.0,Svalbard & Jan Mayen Islands,2.0,True
10702,,Turkmenistan,1.0,False
6870,,Faroe Islands,1.0,False
28860,1.0,Lebanon,6.0,True
49822,,El Salvador,1.0,False
